user_id,gender,age,age_group,city,destination,travel_type,previous_trips,is_subscriber,used_discount,base_price,discount_amount,final_amount,package_type,rating
83543,Female,45,36-45,Bangalore,Kerala,Honeymoon,1,0,0,49651,0,49651,Standard,4.4
93441,Female,26,26-35,Mumbai,Dubai,Adventure,1,1,1,38389,4276,34113,Standard,4.0
51786,Male,49,46-60,Hyderabad,Paris,Leisure,1,0,1,39349,4036,35313,Premium,3.6
16737,Male,23,18-25,Pune,Kerala,Leisure,3,0,1,8662,2783,5879,Premium,3.0
46062,Male,31,26-35,Mumbai,Jaipur,Business,0,0,1,22485,2545,19940,Premium,3.4
64237,Female,45,36-45,Mumbai,Bangkok,Leisure,2,0,1,30398,2358,28040,Standard,5.0
61571,Male,41,36-45,Mumbai,Dubai,Honeymoon,2,0,0,5205,0,5205,Standard,4.6
35510,Female,30,26-35,Delhi,Paris,Adventure,3,0,0,47192,0,47192,Standard,4.0
29426,Male,29,26-35,Kolkata,Manali,Leisure,5,1,1,39207,3745,35462,Standard,3.7
47265,Male,36,36-45,Mumbai,Manali,Leisure,3,1,0,4382,0,4382,Premium,3.1
27850,Male,38,36-45,Mumbai,Goa,Honeymoon,5,1,0,28198,0,28198,Standard,3.0
76150,Male,44,36-45,Hyderabad,Manali,Business,5,1,1,15837,4744,11093,Premium,4.5
97312,Female,36,36-45,Hyderabad,Bangkok,Business,1,0,1,41290,2136,39154,Standard,5.0
99613,Male,41,36-45,Bangalore,Dubai,Adventure,5,1,0,42560,0,42560,Standard,3.5
84910,Male,43,36-45,Bangalore,Bangkok,Honeymoon,3,0,0,3133,0,3133,Standard,3.5
62375,Female,45,36-45,Hyderabad,Singapore,Business,0,0,0,7796,0,7796,Standard,4.9
45435,Female,35,26-35,Kolkata,Manali,Adventure,4,0,1,48008,1091,46917,Standard,4.2
67132,Male,53,46-60,Bangalore,Jaipur,Adventure,2,1,0,8796,0,8796,Standard,3.3
88945,Male,59,46-60,Pune,Jaipur,Business,6,1,0,30214,0,30214,Standard,3.1
92050,Female,46,46-60,Pune,Jaipur,Honeymoon,1,0,0,45235,0,45235,Standard,4.1
12983,Female,34,26-35,Kolkata,Manali,Leisure,2,0,1,15493,1043,14450,Premium,3.9
30662,Female,21,18-25,Hyderabad,Kerala,Business,1,0,1,44467,4307,40160,Premium,3.9
33510,Male,46,46-60,Bangalore,Bangkok,Leisure,2,1,1,3529,2168,1361,Standard,4.9
88187,Male,21,18-25,Mumbai,Manali,Leisure,4,0,1,38006,3711,34295,Premium,3.5
50998,Male,27,26-35,Hyderabad,Goa,Honeymoon,5,1,1,25460,4037,21423,Premium,4.0
66846,Female,42,36-45,Bangalore,Singapore,Honeymoon,1,0,0,30832,0,30832,Premium,3.4
16640,Female,48,46-60,Kolkata,Kerala,Adventure,6,0,1,3405,4527,-1122,Standard,3.6
54547,Female,20,18-25,Pune,Singapore,Honeymoon,7,1,1,7183,2001,5182,Standard,4.5
64620,Male,19,18-25,Kolkata,Kerala,Adventure,2,0,1,40470,1335,39135,Standard,3.4
25317,Female,42,36-45,Bangalore,Kerala,Business,2,0,1,8552,3965,4587,Standard,4.4
17564,Male,23,18-25,Kolkata,Paris,Leisure,6,0,1,7369,2079,5290,Standard,3.3
37345,Female,43,36-45,Bangalore,Goa,Honeymoon,4,1,1,34713,2138,32575,Premium,3.4
89273,Male,25,18-25,Bangalore,Dubai,Business,5,1,0,11252,0,11252,Premium,3.0
84859,Male,52,46-60,Kolkata,Jaipur,Adventure,2,0,0,44041,0,44041,Standard,4.3
90765,Female,44,36-45,Delhi,Manali,Honeymoon,1,0,1,16389,3296,13093,Standard,5.0
84038,Male,42,36-45,Mumbai,Paris,Leisure,5,1,0,39547,0,39547,Standard,4.3
62393,Female,35,26-35,Hyderabad,Paris,Business,6,1,1,35646,1704,33942,Standard,4.8
76081,Male,18,18-25,Pune,Kerala,Honeymoon,3,0,0,39742,0,39742,Premium,4.1
39430,Female,56,46-60,Mumbai,Manali,Honeymoon,2,0,0,24824,0,24824,Premium,4.4
85532,Female,20,18-25,Hyderabad,Goa,Business,2,1,1,18219,1883,16336,Standard,4.9
37788,Male,21,18-25,Hyderabad,Paris,Adventure,4,1,1,32207,2418,29789,Standard,3.2
58543,Female,58,46-60,Pune,Singapore,Adventure,5,1,1,13911,689,13222,Premium,4.2
23919,Male,54,46-60,Mumbai,Goa,Honeymoon,4,0,1,32961,2507,30454,Standard,4.2
79346,Female,32,26-35,Pune,Manali,Adventure,7,0,0,6110,0,6110,Standard,3.1
49974,Female,25,18-25,Bangalore,Kerala,Adventure,2,1,1,16892,1741,15151,Premium,3.3
26371,Female,55,46-60,Pune,Goa,Business,3,1,1,4021,4347,-326,Standard,4.1
55084,Female,36,36-45,Kolkata,Kerala,Adventure,4,0,1,46403,321,46082,Standard,4.0
39629,Male,43,36-45,Delhi,Singapore,Adventure,2,1,1,14542,3488,11054,Standard,3.7
61184,Female,56,46-60,Delhi,Jaipur,Business,2,0,1,38774,237,38537,Standard,4.4
71916,Female,27,26-35,Delhi,Kerala,Honeymoon,3,0,1,42245,4379,37866,Standard,3.7
83972,Male,55,46-60,Mumbai,Kerala,Honeymoon,1,0,0,4215,0,4215,Premium,4.5
72187,Male,31,26-35,Mumbai,Bangkok,Business,2,0,1,15629,2161,13468,Standard,4.6
22984,Male,58,46-60,Bangalore,Manali,Leisure,3,1,0,20435,0,20435,Standard,4.3
43039,Male,36,36-45,Delhi,Singapore,Business,3,0,0,39153,0,39153,Standard,3.6
95431,Male,47,46-60,Bangalore,Manali,Leisure,4,0,1,34958,871,34087,Premium,4.6
93691,Male,22,18-25,Delhi,Singapore,Adventure,6,1,1,25545,3563,21982,Premium,3.5
68606,Female,48,46-60,Mumbai,Singapore,Honeymoon,2,0,1,6181,4325,1856,Standard,3.6
20616,Male,24,18-25,Kolkata,Paris,Leisure,5,1,0,7728,0,7728,Standard,4.2
60072,Female,36,36-45,Kolkata,Paris,Leisure,2,0,1,17828,4291,13537,Premium,4.4
34574,Male,48,46-60,Kolkata,Paris,Adventure,2,1,1,26339,4388,21951,Standard,3.7
13430,Female,56,46-60,Pune,Jaipur,Honeymoon,3,0,0,14839,0,14839,Standard,4.2
22676,Female,41,36-45,Kolkata,Jaipur,Adventure,4,0,0,37306,0,37306,Standard,3.5
20816,Female,51,46-60,Hyderabad,Singapore,Honeymoon,3,0,0,42181,0,42181,Standard,4.6
42733,Male,40,36-45,Delhi,Dubai,Honeymoon,4,1,1,49054,1085,47969,Standard,5.0
95680,Male,57,46-60,Kolkata,Manali,Adventure,4,1,1,42046,4993,37053,Premium,4.4
12050,Male,23,18-25,Hyderabad,Paris,Leisure,5,1,0,46519,0,46519,Standard,3.6
43933,Male,55,46-60,Hyderabad,Manali,Business,3,1,1,38216,588,37628,Standard,3.7
34951,Female,58,46-60,Hyderabad,Kerala,Honeymoon,2,0,1,37286,2384,34902,Premium,3.1
42413,Male,53,46-60,Bangalore,Singapore,Honeymoon,5,1,0,8202,0,8202,Premium,4.3
44801,Female,44,36-45,Bangalore,Goa,Business,4,0,0,29278,0,29278,Standard,4.2
65619,Female,28,26-35,Hyderabad,Singapore,Business,1,1,0,32316,0,32316,Standard,4.9
42913,Male,22,18-25,Pune,Jaipur,Adventure,0,1,1,23558,606,22952,Standard,3.8
50600,Male,34,26-35,Kolkata,Dubai,Honeymoon,3,0,0,4331,0,4331,Standard,4.9
67775,Male,24,18-25,Delhi,Goa,Adventure,5,0,1,46628,2224,44404,Standard,4.5
45400,Female,44,36-45,Pune,Manali,Business,4,0,1,12241,1348,10893,Standard,3.6
14494,Male,32,26-35,Mumbai,Jaipur,Adventure,9,1,0,37982,0,37982,Standard,3.0
90688,Female,30,26-35,Bangalore,Paris,Honeymoon,1,0,0,44644,0,44644,Standard,4.5
99431,Male,28,26-35,Kolkata,Goa,Leisure,2,1,1,30468,3778,26690,Standard,4.0
84691,Female,43,36-45,Kolkata,Jaipur,Leisure,3,0,1,19844,3319,16525,Premium,4.9
53001,Male,39,36-45,Mumbai,Manali,Honeymoon,7,1,1,45023,1545,43478,Standard,3.0
77364,Male,45,36-45,Mumbai,Singapore,Adventure,4,0,1,48855,3461,45394,Standard,4.0
55028,Female,41,36-45,Kolkata,Manali,Business,6,1,0,6940,0,6940,Standard,4.6
47573,Male,46,46-60,Mumbai,Goa,Business,3,1,1,6664,2943,3721,Premium,4.6
10806,Male,26,26-35,Kolkata,Bangkok,Leisure,4,0,0,16651,0,16651,Standard,4.3
66638,Male,59,46-60,Pune,Goa,Adventure,2,1,1,21605,1742,19863,Standard,3.8
39757,Male,21,18-25,Mumbai,Singapore,Business,1,0,1,26081,4711,21370,Premium,3.1
44636,Male,35,26-35,Pune,Goa,Business,1,1,1,11358,1096,10262,Premium,3.6
90097,Male,33,26-35,Pune,Dubai,Honeymoon,2,0,1,9341,3547,5794,Standard,4.3
58280,Male,50,46-60,Mumbai,Paris,Adventure,1,0,1,9583,617,8966,Premium,4.5
34262,Female,46,46-60,Kolkata,Jaipur,Adventure,3,0,1,36326,4858,31468,Premium,4.6
90435,Female,56,46-60,Hyderabad,Singapore,Business,1,1,1,20937,2974,17963,Standard,4.5
72211,Male,27,26-35,Kolkata,Manali,Adventure,2,0,0,40377,0,40377,Standard,3.6
64842,Male,26,26-35,Delhi,Manali,Adventure,2,0,1,27168,2248,24920,Standard,4.4
66979,Male,48,46-60,Mumbai,Paris,Adventure,2,0,1,41069,3833,37236,Standard,4.9
91470,Female,45,36-45,Bangalore,Goa,Honeymoon,5,0,1,35464,362,35102,Premium,3.3
48197,Female,20,18-25,Mumbai,Goa,Business,2,0,1,5461,514,4947,Standard,4.5
51844,Male,31,26-35,Delhi,Manali,Leisure,5,1,0,38306,0,38306,Premium,3.8
74754,Female,42,36-45,Pune,Paris,Adventure,5,1,0,39358,0,39358,Standard,3.4
44157,Male,32,26-35,Bangalore,Manali,Business,3,0,1,16880,724,16156,Standard,3.6
87129,Male,19,18-25,Bangalore,Goa,Leisure,4,1,1,30165,2636,27529,Premium,3.3
50042,Male,41,36-45,Kolkata,Singapore,Honeymoon,2,0,1,13490,792,12698,Premium,4.6
71665,Male,31,26-35,Hyderabad,Jaipur,Business,0,0,1,37524,1937,35587,Standard,3.8
92856,Female,24,18-25,Kolkata,Goa,Honeymoon,1,1,1,42664,3522,39142,Premium,4.9
37376,Female,53,46-60,Bangalore,Singapore,Business,5,0,1,22115,930,21185,Standard,4.9
65554,Male,41,36-45,Bangalore,Jaipur,Honeymoon,5,1,0,43940,0,43940,Standard,4.9
24199,Female,44,36-45,Hyderabad,Kerala,Business,5,1,1,28063,3892,24171,Standard,3.3
91412,Female,54,46-60,Mumbai,Dubai,Honeymoon,2,1,0,33438,0,33438,Standard,3.7
60948,Male,55,46-60,Hyderabad,Paris,Leisure,10,0,1,37716,4419,33297,Standard,3.6
83781,Female,47,46-60,Pune,Singapore,Business,0,0,0,48091,0,48091,Standard,4.8
82750,Male,44,36-45,Kolkata,Dubai,Leisure,4,0,1,30746,1920,28826,Standard,3.2
76262,Male,56,46-60,Mumbai,Goa,Adventure,1,0,1,3368,4999,-1631,Standard,4.2
56600,Male,32,26-35,Kolkata,Kerala,Leisure,3,0,1,31591,3696,27895,Standard,4.0
86898,Male,43,36-45,Hyderabad,Paris,Business,3,0,1,19274,1108,18166,Standard,5.0
72483,Female,18,18-25,Mumbai,Singapore,Leisure,4,0,1,36726,3159,33567,Premium,4.9
28297,Male,21,18-25,Hyderabad,Kerala,Business,1,0,1,27833,527,27306,Standard,3.8
40448,Female,46,46-60,Pune,Bangkok,Honeymoon,0,0,1,48709,654,48055,Standard,3.9
36172,Male,18,18-25,Delhi,Goa,Adventure,4,0,1,26247,936,25311,Premium,3.8
52874,Male,39,36-45,Bangalore,Paris,Leisure,3,1,1,29211,1355,27856,Premium,4.6
17657,Female,28,26-35,Mumbai,Bangkok,Adventure,5,0,1,43039,2174,40865,Premium,3.2
94386,Male,27,26-35,Bangalore,Paris,Leisure,4,0,0,40103,0,40103,Standard,3.2
35425,Female,34,26-35,Delhi,Goa,Business,2,0,1,5415,2081,3334,Standard,4.4
36685,Female,53,46-60,Mumbai,Goa,Leisure,4,0,0,43226,0,43226,Standard,3.0
34578,Male,43,36-45,Bangalore,Kerala,Adventure,0,0,1,32403,1008,31395,Standard,4.3
38831,Male,38,36-45,Bangalore,Kerala,Leisure,1,0,0,48456,0,48456,Standard,3.3
17906,Male,30,26-35,Mumbai,Singapore,Adventure,4,0,1,22953,1441,21512,Standard,4.6
71413,Male,26,26-35,Bangalore,Paris,Adventure,0,0,1,27863,3554,24309,Standard,4.5
64028,Male,28,26-35,Bangalore,Singapore,Business,6,1,1,12878,3862,9016,Standard,3.4
17287,Male,28,26-35,Mumbai,Kerala,Honeymoon,4,0,0,23613,0,23613,Standard,4.5
43660,Female,23,18-25,Bangalore,Paris,Honeymoon,6,0,0,8916,0,8916,Premium,4.6
85758,Female,18,18-25,Bangalore,Singapore,Leisure,4,0,0,41718,0,41718,Premium,4.9
70504,Male,23,18-25,Kolkata,Goa,Adventure,4,1,0,45437,0,45437,Standard,4.4
69720,Female,30,26-35,Pune,Goa,Business,0,0,0,7320,0,7320,Standard,4.7
44701,Female,39,36-45,Kolkata,Bangkok,Honeymoon,2,1,1,22068,2386,19682,Premium,4.3
93300,Male,48,46-60,Delhi,Manali,Business,3,1,0,5031,0,5031,Standard,4.3
27674,Male,39,36-45,Kolkata,Kerala,Business,1,0,1,15895,2361,13534,Premium,4.4
93560,Female,54,46-60,Kolkata,Singapore,Adventure,2,0,0,22280,0,22280,Premium,3.8
33874,Male,44,36-45,Delhi,Manali,Leisure,3,1,1,3899,1288,2611,Standard,3.5
53642,Female,31,26-35,Bangalore,Manali,Adventure,2,1,1,35495,4755,30740,Premium,3.8
75160,Male,22,18-25,Bangalore,Dubai,Honeymoon,3,0,1,41814,3872,37942,Standard,4.2
27602,Female,53,46-60,Kolkata,Paris,Honeymoon,1,1,1,10061,1933,8128,Standard,4.4
98801,Female,49,46-60,Delhi,Jaipur,Business,4,0,0,27949,0,27949,Standard,3.9
35931,Female,51,46-60,Bangalore,Dubai,Adventure,2,0,1,23563,2104,21459,Standard,3.7
39192,Female,24,18-25,Hyderabad,Kerala,Adventure,1,0,0,43278,0,43278,Premium,3.5
56542,Male,59,46-60,Mumbai,Bangkok,Business,4,1,1,11171,1705,9466,Premium,3.4
52520,Male,27,26-35,Mumbai,Paris,Leisure,1,1,0,3271,0,3271,Standard,4.0
74772,Female,34,26-35,Pune,Jaipur,Business,6,1,0,46013,0,46013,Premium,4.4
68762,Female,47,46-60,Mumbai,Manali,Business,3,0,1,6535,3993,2542,Standard,4.7
60106,Male,38,36-45,Kolkata,Bangkok,Honeymoon,3,1,0,23998,0,23998,Premium,3.7
91121,Male,30,26-35,Mumbai,Jaipur,Adventure,5,1,1,38842,1269,37573,Premium,4.2
35559,Female,18,18-25,Mumbai,Goa,Honeymoon,3,0,1,45720,4947,40773,Standard,4.0
43742,Female,18,18-25,Hyderabad,Kerala,Business,5,1,1,11179,4751,6428,Standard,4.9
79669,Female,50,46-60,Bangalore,Bangkok,Adventure,2,1,0,35547,0,35547,Standard,4.8
90199,Female,55,46-60,Hyderabad,Goa,Business,3,0,1,15774,3484,12290,Premium,4.8
31754,Female,42,36-45,Kolkata,Singapore,Business,6,1,1,20180,4707,15473,Standard,4.2
13972,Male,43,36-45,Mumbai,Bangkok,Leisure,6,1,1,11166,1382,9784,Standard,3.9
80831,Female,30,26-35,Bangalore,Bangkok,Honeymoon,3,0,1,43323,1110,42213,Standard,4.3
51873,Male,45,36-45,Pune,Paris,Honeymoon,3,0,0,21918,0,21918,Standard,3.3
19903,Male,50,46-60,Pune,Dubai,Business,3,1,1,36704,750,35954,Standard,4.8
13020,Male,54,46-60,Mumbai,Kerala,Leisure,1,0,1,46139,3240,42899,Standard,3.5
51755,Female,58,46-60,Mumbai,Manali,Business,5,0,1,15793,3742,12051,Premium,4.7
95956,Male,47,46-60,Pune,Kerala,Business,3,0,1,9097,2140,6957,Standard,3.6
96988,Male,25,18-25,Pune,Paris,Business,4,0,0,13872,0,13872,Standard,4.0
55648,Male,18,18-25,Kolkata,Bangkok,Leisure,1,1,1,17571,642,16929,Premium,4.5
19516,Male,29,26-35,Mumbai,Manali,Adventure,3,0,0,35790,0,35790,Standard,3.8
12396,Female,22,18-25,Pune,Goa,Leisure,5,0,1,48669,3093,45576,Premium,3.7
94082,Female,41,36-45,Delhi,Kerala,Business,3,1,1,38971,1115,37856,Standard,4.8
29129,Male,23,18-25,Pune,Dubai,Adventure,1,0,0,3273,0,3273,Premium,3.1
11591,Male,42,36-45,Bangalore,Dubai,Business,3,0,0,20408,0,20408,Standard,4.7
21303,Female,18,18-25,Bangalore,Goa,Leisure,3,0,0,31191,0,31191,Standard,4.9
40561,Female,42,36-45,Delhi,Jaipur,Leisure,4,0,1,13900,1970,11930,Standard,4.1
81719,Female,18,18-25,Kolkata,Dubai,Adventure,2,0,1,27741,4078,23663,Standard,4.4
96231,Male,49,46-60,Mumbai,Jaipur,Leisure,6,1,0,11488,0,11488,Premium,4.7
17314,Female,59,46-60,Mumbai,Manali,Business,2,0,1,43624,222,43402,Premium,3.9
29623,Male,59,46-60,Pune,Dubai,Adventure,4,0,1,16404,343,16061,Standard,4.8
77675,Male,20,18-25,Bangalore,Singapore,Honeymoon,2,1,1,12128,2553,9575,Premium,3.7
75082,Female,36,36-45,Kolkata,Bangkok,Business,7,0,1,36338,2739,33599,Premium,3.6
93624,Male,46,46-60,Kolkata,Goa,Honeymoon,7,0,1,18235,4879,13356,Standard,5.0
43130,Female,19,18-25,Kolkata,Bangkok,Adventure,2,0,0,27716,0,27716,Premium,3.1
61756,Male,26,26-35,Pune,Bangkok,Adventure,5,1,1,9706,1271,8435,Premium,3.6
36292,Female,34,26-35,Mumbai,Kerala,Business,3,1,0,34733,0,34733,Premium,3.9
96206,Male,53,46-60,Kolkata,Jaipur,Leisure,3,0,1,36534,1752,34782,Standard,3.6
79274,Male,34,26-35,Pune,Singapore,Business,1,0,1,4626,4536,90,Premium,3.6
12469,Female,29,26-35,Pune,Manali,Leisure,2,0,1,33000,3561,29439,Premium,3.7
63947,Female,37,36-45,Delhi,Manali,Leisure,4,1,1,36421,1479,34942,Standard,3.8
32534,Female,20,18-25,Hyderabad,Dubai,Business,5,0,1,15317,2170,13147,Premium,3.1
73620,Female,21,18-25,Kolkata,Dubai,Adventure,2,1,0,41602,0,41602,Standard,4.6
58874,Male,34,26-35,Hyderabad,Singapore,Business,2,0,0,8624,0,8624,Standard,3.3
59708,Female,54,46-60,Mumbai,Paris,Honeymoon,0,0,1,41810,1228,40582,Premium,3.1
84553,Female,59,46-60,Pune,Paris,Adventure,5,1,1,38645,4272,34373,Standard,4.2
78344,Male,32,26-35,Kolkata,Dubai,Leisure,2,1,1,7606,3423,4183,Standard,4.3
59138,Female,50,46-60,Bangalore,Paris,Adventure,2,1,1,22909,4277,18632,Premium,4.5
64302,Female,33,26-35,Mumbai,Goa,Business,4,1,0,8394,0,8394,Standard,3.2
57638,Male,28,26-35,Delhi,Singapore,Adventure,6,0,1,47392,2581,44811,Premium,3.3
88249,Female,37,36-45,Delhi,Goa,Leisure,1,1,1,17433,1867,15566,Standard,3.4
12719,Female,55,46-60,Hyderabad,Paris,Leisure,2,0,0,32659,0,32659,Standard,4.2
32890,Female,41,36-45,Pune,Dubai,Adventure,1,0,1,34871,4814,30057,Premium,4.8
87236,Female,33,26-35,Hyderabad,Bangkok,Honeymoon,2,0,1,12382,3559,8823,Standard,4.4
46509,Female,47,46-60,Bangalore,Bangkok,Leisure,2,0,1,15553,541,15012,Standard,3.6
52534,Female,51,46-60,Bangalore,Goa,Honeymoon,1,0,1,10155,3549,6606,Premium,4.7
28787,Male,18,18-25,Delhi,Manali,Leisure,4,0,0,19767,0,19767,Standard,4.3
58845,Female,41,36-45,Kolkata,Kerala,Adventure,2,0,1,5198,4001,1197,Standard,4.4
67932,Male,41,36-45,Delhi,Bangkok,Leisure,2,1,1,8367,484,7883,Standard,4.9
43062,Male,26,26-35,Delhi,Bangkok,Honeymoon,0,1,1,19954,1163,18791,Standard,4.9
85713,Male,39,36-45,Bangalore,Dubai,Honeymoon,2,1,1,29841,1821,28020,Standard,3.8
97263,Male,29,26-35,Hyderabad,Singapore,Adventure,4,0,1,39499,1924,37575,Standard,4.3
70461,Female,34,26-35,Bangalore,Jaipur,Honeymoon,3,0,0,22372,0,22372,Premium,3.4
85418,Female,42,36-45,Pune,Jaipur,Honeymoon,1,0,1,9474,252,9222,Standard,3.8
76672,Female,45,36-45,Bangalore,Dubai,Adventure,7,1,0,26786,0,26786,Standard,3.5
44832,Male,32,26-35,Bangalore,Paris,Leisure,2,0,1,30136,2588,27548,Standard,3.7
41966,Female,47,46-60,Delhi,Bangkok,Adventure,3,1,1,3927,838,3089,Standard,4.4
82545,Female,44,36-45,Kolkata,Bangkok,Leisure,3,1,0,21528,0,21528,Premium,3.4
22987,Female,39,36-45,Delhi,Goa,Leisure,5,1,0,33655,0,33655,Premium,3.4
47311,Male,27,26-35,Mumbai,Goa,Leisure,1,1,1,37566,4999,32567,Premium,3.8
41575,Male,48,46-60,Bangalore,Dubai,Business,3,0,1,29713,758,28955,Standard,3.2
73852,Female,44,36-45,Bangalore,Manali,Leisure,1,0,1,14462,4235,10227,Standard,4.6
11007,Male,29,26-35,Mumbai,Singapore,Adventure,3,0,1,14363,1108,13255,Standard,4.9
80981,Male,48,46-60,Bangalore,Paris,Adventure,3,1,1,43365,208,43157,Standard,4.6
86242,Female,49,46-60,Bangalore,Bangkok,Adventure,5,0,0,16892,0,16892,Standard,4.1
57517,Male,49,46-60,Pune,Manali,Business,5,1,1,16013,3284,12729,Standard,4.3
39257,Male,58,46-60,Bangalore,Dubai,Honeymoon,2,0,1,33827,476,33351,Standard,4.6
97272,Female,52,46-60,Mumbai,Dubai,Business,1,0,1,15451,1261,14190,Standard,3.1
52207,Male,38,36-45,Delhi,Bangkok,Adventure,2,1,1,19834,2017,17817,Standard,3.8
23281,Male,27,26-35,Bangalore,Manali,Adventure,1,0,1,28393,4256,24137,Premium,3.3
71246,Male,33,26-35,Kolkata,Jaipur,Honeymoon,4,1,0,42159,0,42159,Standard,3.2
11435,Male,24,18-25,Mumbai,Dubai,Business,5,0,1,9585,1467,8118,Premium,4.5
36660,Male,21,18-25,Hyderabad,Singapore,Adventure,5,1,0,33693,0,33693,Premium,4.7
15084,Male,44,36-45,Pune,Kerala,Leisure,0,1,1,39653,4927,34726,Standard,3.2
92197,Male,42,36-45,Mumbai,Paris,Leisure,5,1,0,47741,0,47741,Premium,3.4
23507,Male,48,46-60,Delhi,Manali,Adventure,1,0,0,21931,0,21931,Standard,3.4
82595,Female,28,26-35,Mumbai,Jaipur,Leisure,2,0,1,46286,1358,44928,Standard,4.7
93807,Female,37,36-45,Hyderabad,Manali,Honeymoon,2,0,1,32195,1923,30272,Standard,4.8
55539,Female,53,46-60,Pune,Jaipur,Adventure,0,0,0,20593,0,20593,Standard,4.5
17491,Female,34,26-35,Kolkata,Jaipur,Business,3,0,1,35491,766,34725,Standard,4.6
60192,Male,28,26-35,Hyderabad,Singapore,Adventure,1,0,1,15775,326,15449,Standard,3.7
90395,Female,47,46-60,Mumbai,Paris,Honeymoon,4,0,1,15511,3572,11939,Premium,3.8
73888,Female,52,46-60,Hyderabad,Dubai,Business,3,0,0,23406,0,23406,Premium,3.6
83609,Male,58,46-60,Mumbai,Jaipur,Honeymoon,3,1,1,48156,2067,46089,Premium,4.9
19077,Male,55,46-60,Kolkata,Dubai,Leisure,5,1,1,14005,3883,10122,Premium,4.5
30953,Male,39,36-45,Kolkata,Paris,Leisure,3,0,0,30921,0,30921,Premium,3.7
86919,Male,44,36-45,Delhi,Dubai,Leisure,4,0,1,17199,1758,15441,Standard,3.3
77889,Male,54,46-60,Kolkata,Bangkok,Honeymoon,1,0,0,46682,0,46682,Premium,3.4
33821,Female,52,46-60,Bangalore,Singapore,Honeymoon,1,1,0,46439,0,46439,Standard,3.4
47567,Male,21,18-25,Hyderabad,Singapore,Adventure,4,0,1,7644,4990,2654,Standard,4.2
34860,Female,33,26-35,Hyderabad,Goa,Business,2,0,0,12727,0,12727,Premium,4.8
31195,Female,33,26-35,Mumbai,Singapore,Business,3,0,1,13629,2870,10759,Standard,4.7
87475,Male,38,36-45,Kolkata,Jaipur,Honeymoon,1,0,0,42122,0,42122,Standard,3.1
97266,Female,43,36-45,Delhi,Paris,Honeymoon,3,1,0,45879,0,45879,Standard,4.4
31427,Female,53,46-60,Delhi,Singapore,Leisure,4,0,1,8205,3363,4842,Standard,3.3
37083,Male,36,36-45,Delhi,Manali,Honeymoon,2,0,1,41392,2387,39005,Standard,3.6
97046,Female,34,26-35,Pune,Paris,Leisure,4,1,0,16050,0,16050,Standard,4.1
67372,Female,43,36-45,Bangalore,Jaipur,Honeymoon,9,0,1,25735,466,25269,Premium,4.7
54064,Female,39,36-45,Kolkata,Paris,Business,4,1,0,44945,0,44945,Premium,3.5
17813,Male,45,36-45,Delhi,Singapore,Adventure,2,0,1,47326,1592,45734,Standard,4.7
41598,Male,18,18-25,Bangalore,Manali,Honeymoon,5,1,0,24251,0,24251,Premium,4.5
37082,Male,53,46-60,Hyderabad,Goa,Leisure,0,1,1,14151,3343,10808,Standard,4.3
39241,Female,54,46-60,Mumbai,Jaipur,Adventure,2,0,0,22056,0,22056,Premium,3.3
54569,Male,19,18-25,Kolkata,Kerala,Leisure,2,1,1,30922,796,30126,Standard,3.9
21745,Female,34,26-35,Kolkata,Bangkok,Leisure,4,0,1,43539,3188,40351,Premium,3.6
36029,Male,57,46-60,Pune,Jaipur,Adventure,1,0,0,14640,0,14640,Standard,4.2
23025,Female,55,46-60,Hyderabad,Paris,Adventure,3,0,1,32456,928,31528,Standard,4.3
24288,Male,38,36-45,Kolkata,Kerala,Adventure,7,1,0,30820,0,30820,Standard,3.1
99186,Male,26,26-35,Pune,Kerala,Honeymoon,1,0,0,18489,0,18489,Premium,4.3
16540,Female,30,26-35,Pune,Dubai,Adventure,3,1,0,47929,0,47929,Standard,4.0
91958,Male,28,26-35,Pune,Kerala,Honeymoon,3,0,1,41645,1116,40529,Standard,4.7
78878,Female,33,26-35,Kolkata,Dubai,Business,3,1,1,46574,854,45720,Standard,4.6
51846,Male,33,26-35,Kolkata,Bangkok,Business,1,0,1,22290,2174,20116,Standard,3.8
85932,Male,19,18-25,Kolkata,Kerala,Leisure,1,0,1,28071,4687,23384,Standard,5.0
27482,Female,59,46-60,Bangalore,Manali,Leisure,2,0,1,25906,3291,22615,Standard,4.2
33411,Female,25,18-25,Pune,Goa,Honeymoon,7,1,0,23835,0,23835,Standard,4.9
60975,Female,59,46-60,Bangalore,Goa,Leisure,5,0,0,18755,0,18755,Standard,4.4
70545,Male,30,26-35,Mumbai,Kerala,Business,5,1,1,23917,494,23423,Premium,3.8
88797,Female,34,26-35,Kolkata,Paris,Honeymoon,2,0,0,39827,0,39827,Premium,3.5
62307,Male,56,46-60,Hyderabad,Paris,Honeymoon,8,1,1,44787,1938,42849,Standard,3.9
13093,Female,41,36-45,Delhi,Dubai,Adventure,5,0,1,42923,2335,40588,Premium,4.9
87258,Female,20,18-25,Mumbai,Singapore,Honeymoon,4,0,1,39909,2592,37317,Standard,3.3
32042,Female,47,46-60,Delhi,Goa,Leisure,3,0,1,24088,2810,21278,Standard,3.9
62930,Female,30,26-35,Delhi,Singapore,Business,5,0,0,7144,0,7144,Premium,3.7
54413,Female,36,36-45,Kolkata,Goa,Leisure,2,0,0,21551,0,21551,Premium,4.7
